Index,Experiment,Citation,Laboratory,Device,Container,Duration_h,T_C,P_Gpa,fO2,Phases,Type,SiO2_Bulk,TiO2_Bulk,Al2O3_Bulk,Fe2O3_Bulk,FeO_Bulk,MgO_Bulk,CaO_Bulk,Na2O_Bulk,K2O_Bulk
3308,KYBP9,"Liu, T.C., Chen, B.R., and Chen, C.H. (2000) Melting experiment of a Wannienta basalt in the Kuanyinshan area, northern Taiwan, at pressures up to 2.0 GPa.. Journal of Asian Earth Sciences 18 519-531. ","Dept. Earth Sci, National Taiwan Normal University, Taipei, Taiwan, Roc",PC,Pt,4,1325,2,,liq+cpx,Bulk,50.47000122,0.839999974,16.37000084,,8.119999886,7.989999771,8.859999657,2.369999886,1.600000024
3335,96MMH07,"Hirschmann, M.M., Kogiso, T., Baker, M.B., and Stolper, E.M. (2003) Alkalic magmas generated by partial melting of garnet pyroxenite. Geology 31 481-484. ",California Institute of Technology,PC,Pt,63,1375,2,,liq+cpx+spn+gt,Bulk,45.59999847,0.899999976,15.19999981,,7.800000191,16.67000008,11.47999954,1.399999976,0.039999999
3336,96MMH09,"Hirschmann, M.M., Kogiso, T., Baker, M.B., and Stolper, E.M. (2003) Alkalic magmas generated by partial melting of garnet pyroxenite. Geology 31 481-484. ",California Institute of Technology,PC,Pt,87,1350,2,,liq+cpx+spn+gt,Bulk,45.59999847,0.899999976,15.19999981,,7.800000191,16.67000008,11.47999954,1.399999976,0.039999999
3342,96MMH15,"Hirschmann, M.M., Kogiso, T., Baker, M.B., and Stolper, E.M. (2003) Alkalic magmas generated by partial melting of garnet pyroxenite. Geology 31 481-484. ",California Institute of Technology,PC,Pt,65,1375,2.5,,ol+cpx+spn+gt,Bulk,45.59999847,0.899999976,15.19999981,,7.800000191,16.67000008,11.47999954,1.399999976,0.039999999
3442,3,"Klingenberg, B.M.E.T., and Kushiro, I. (1996) Melting of a chromite-bearing harzburgite and generation of boninitic melts at low pressures under controlled oxygen fugacity. Lithos 37 1-14,. ",University of Tokyo,1-atm,Pt,23.5,1345,1.00E-04,QFM-2.05,ol+opx+spn+liq,Bulk,38.95999908,0.140000001,6.039999962,,7.800000191,38.38999939,0.769999981,0.25,0.07
3443,2,"Klingenberg, B.M.E.T., and Kushiro, I. (1996) Melting of a chromite-bearing harzburgite and generation of boninitic melts at low pressures under controlled oxygen fugacity. Lithos 37 1-14,. ",University of Tokyo,1-atm,Pt,23.29999924,1329,1.00E-04,QFM-1.7,ol+opx+spn+liq,Bulk,38.95999908,0.140000001,6.039999962,,7.800000191,38.38999939,0.769999981,0.25,0.07
3448,4,"Klingenberg, B.M.E.T., and Kushiro, I. (1996) Melting of a chromite-bearing harzburgite and generation of boninitic melts at low pressures under controlled oxygen fugacity. Lithos 37 1-14,. ",University of Tokyo,1-atm,Pt,24.29999924,1339,1.00E-04,QFM+0.55,ol+opx+spn+liq,Bulk,38.95999908,0.140000001,6.039999962,,7.800000191,38.38999939,0.769999981,0.25,0.07
3452,46,"Klingenberg, B.M.E.T., and Kushiro, I. (1996) Melting of a chromite-bearing harzburgite and generation of boninitic melts at low pressures under controlled oxygen fugacity. Lithos 37 1-14,. ",University of Tokyo,1-atm,Pt,23.29999924,1398,1.00E-04,QFM-3.75,ol+spn+liq,Bulk,38.95999908,0.140000001,6.039999962,,7.800000191,38.38999939,0.769999981,0.25,0.07
3454,32,"Klingenberg, B.M.E.T., and Kushiro, I. (1996) Melting of a chromite-bearing harzburgite and generation of boninitic melts at low pressures under controlled oxygen fugacity. Lithos 37 1-14,. ",University of Tokyo,1-atm,Pt,21,1353,1.00E-04,QFM-2.95,ol+opx+spn+liq,Bulk,40.56000137,0.140000001,5.199999809,,7.510000229,38.36999893,1.409999967,0.270000011,0.07
3455,33,"Klingenberg, B.M.E.T., and Kushiro, I. (1996) Melting of a chromite-bearing harzburgite and generation of boninitic melts at low pressures under controlled oxygen fugacity. Lithos 37 1-14,. ",University of Tokyo,1-atm,Pt,24,1320,1.00E-04,QFM-2.65,ol+opx+spn+liq,Bulk,40.56000137,0.140000001,5.199999809,,7.510000229,38.36999893,1.409999967,0.270000011,0.07
3466,17,"Klingenberg, B.M.E.T., and Kushiro, I. (1996) Melting of a chromite-bearing harzburgite and generation of boninitic melts at low pressures under controlled oxygen fugacity. Lithos 37 1-14,. ",University of Tokyo,1-atm,Pt,23.5,1341,1.00E-04,QFM-1.2,ol+opx+spn+liq,Bulk,40.56000137,0.140000001,5.199999809,,7.510000229,38.36999893,1.409999967,0.270000011,0.07
3468,42,"Klingenberg, B.M.E.T., and Kushiro, I. (1996) Melting of a chromite-bearing harzburgite and generation of boninitic melts at low pressures under controlled oxygen fugacity. Lithos 37 1-14,. ",University of Tokyo,1-atm,Pt,23,1393,1.00E-04,QFM+0.30,ol+spn+liq,Bulk,40.56000137,0.140000001,5.199999809,,7.510000229,38.36999893,1.409999967,0.270000011,0.07
3472,18,"Klingenberg, B.M.E.T., and Kushiro, I. (1996) Melting of a chromite-bearing harzburgite and generation of boninitic melts at low pressures under controlled oxygen fugacity. Lithos 37 1-14,. ",University of Tokyo,1-atm,Pt,25,1355,1.00E-04,QFM+1.3,ol+opx+spn+liq,Bulk,40.56000137,0.140000001,5.199999809,,7.510000229,38.36999893,1.409999967,0.270000011,0.07
3474,19,"Klingenberg, B.M.E.T., and Kushiro, I. (1996) Melting of a chromite-bearing harzburgite and generation of boninitic melts at low pressures under controlled oxygen fugacity. Lithos 37 1-14,. ",University of Tokyo,1-atm,Pt,26,1345,1.00E-04,QFM+1.9,ol+spn+liq,Bulk,40.56000137,0.140000001,5.199999809,,7.510000229,38.36999893,1.409999967,0.270000011,0.07
3476,483,"Klingenberg, B.M.E.T., and Kushiro, I. (1996) Melting of a chromite-bearing harzburgite and generation of boninitic melts at low pressures under controlled oxygen fugacity. Lithos 37 1-14,. ",University of Tokyo,PC,no_info,29,1350,0.5,,ol+opx+spn+liq,Bulk,38.95999908,0.140000001,6.039999962,,7.800000191,38.38999939,0.769999981,0.25,0.07
3477,482,"Klingenberg, B.M.E.T., and Kushiro, I. (1996) Melting of a chromite-bearing harzburgite and generation of boninitic melts at low pressures under controlled oxygen fugacity. Lithos 37 1-14,. ",University of Tokyo,PC,no_info,30,1325,0.5,,ol+opx+spn+liq,Bulk,38.95999908,0.140000001,6.039999962,,7.800000191,38.38999939,0.769999981,0.25,0.07
3483,A265,"Kogiso, T., and Hirschmann, M.M. (2001) Experimental study of clinopyroxenite partial melting and the origin of ultra-calcic melt inclusions. Contributions to Mineralogy and Petrology 142 347-360. ",University of Minnesota,PC,C,73,1350,1,,liq+cpx,Bulk,51.56000137,0.540000021,5.579999924,,7.010000229,16.19000053,18.18000031,0.839999974,
3488,A220,"Kogiso, T., and Hirschmann, M.M. (2001) Experimental study of clinopyroxenite partial melting and the origin of ultra-calcic melt inclusions. Contributions to Mineralogy and Petrology 142 347-360. ",University of Minnesota,PC,C,24,1350,1,,liq+ol+cpx,Bulk,47.91999817,0.469999999,4.489999771,,9.260000229,23.37999916,13.72000027,0.629999995,
3489,A231,"Kogiso, T., and Hirschmann, M.M. (2001) Experimental study of clinopyroxenite partial melting and the origin of ultra-calcic melt inclusions. Contributions to Mineralogy and Petrology 142 347-360. ",University of Minnesota,PC,C,48,1350,1,,liq+ol+cpx,Bulk,47.91999817,0.469999999,4.489999771,,9.260000229,23.37999916,13.72000027,0.629999995,
3490,A236,"Kogiso, T., and Hirschmann, M.M. (2001) Experimental study of clinopyroxenite partial melting and the origin of ultra-calcic melt inclusions. Contributions to Mineralogy and Petrology 142 347-360. ",University of Minnesota,PC,C,75,1350,1,,liq+ol+cpx,Bulk,47.91999817,0.469999999,4.489999771,,9.260000229,23.37999916,13.72000027,0.629999995,
3491,A229,"Kogiso, T., and Hirschmann, M.M. (2001) Experimental study of clinopyroxenite partial melting and the origin of ultra-calcic melt inclusions. Contributions to Mineralogy and Petrology 142 347-360. ",University of Minnesota,PC,C,48,1375,1,,liq+ol+cpx,Bulk,47.91999817,0.469999999,4.489999771,,9.260000229,23.37999916,13.72000027,0.629999995,
3494,A249,"Kogiso, T., and Hirschmann, M.M. (2001) Experimental study of clinopyroxenite partial melting and the origin of ultra-calcic melt inclusions. Contributions to Mineralogy and Petrology 142 347-360. ",University of Minnesota,PC,C,48,1350,2,,ol+cpx,Bulk,47.91999817,0.469999999,4.489999771,,9.260000229,23.37999916,13.72000027,0.629999995,
3498,A243,"Kogiso, T., and Hirschmann, M.M. (2001) Experimental study of clinopyroxenite partial melting and the origin of ultra-calcic melt inclusions. Contributions to Mineralogy and Petrology 142 347-360. ",University of Minnesota,PC,C,72,1350,1,,liq+ol+cpx,Bulk,48.72999954,0.389999986,4.130000114,,7.929999828,24.42000008,13.71000004,0.569999993,
3510,ak27,"Medard, E., Schmidt, M.W., and Schiano, P. (2004) Liquidus surfaces of ultracalcic primitive melts: formation conditions and sources. Contributions to Mineralogy and Petrology 148 201-215. 10.1007/s00410-004-0591-1",Clermont-Ferrand,IHPV,C,2.599999905,1350,0.699999988,QFM-2.5,liq+ol+cpx,Bulk,49.65000153,0.400000006,11.18000031,,7.590000153,14.52999973,17.03000069,1.120000005,0.280000001
3511,ak28,"Medard, E., Schmidt, M.W., and Schiano, P. (2004) Liquidus surfaces of ultracalcic primitive melts: formation conditions and sources. Contributions to Mineralogy and Petrology 148 201-215. 10.1007/s00410-004-0591-1",Clermont-Ferrand,IHPV,C,6.099999905,1365,0.699999988,QFM-2.5,liq+ol+cpx,Bulk,49.65000153,0.400000006,11.18000031,,7.590000153,14.52999973,17.03000069,1.120000005,0.280000001
3512,ak30,"Medard, E., Schmidt, M.W., and Schiano, P. (2004) Liquidus surfaces of ultracalcic primitive melts: formation conditions and sources. Contributions to Mineralogy and Petrology 148 201-215. 10.1007/s00410-004-0591-1",Clermont-Ferrand,IHPV,C,4,1373,0.699999988,QFM-2.5,liq+ol,Bulk,49.65000153,0.400000006,11.18000031,,7.590000153,14.52999973,17.03000069,1.120000005,0.280000001
3513,ak26,"Medard, E., Schmidt, M.W., and Schiano, P. (2004) Liquidus surfaces of ultracalcic primitive melts: formation conditions and sources. Contributions to Mineralogy and Petrology 148 201-215. 10.1007/s00410-004-0591-1",Clermont-Ferrand,IHPV,C,4,1375,0.699999988,QFM-2.5,liq,Bulk,49.65000153,0.400000006,11.18000031,,7.590000153,14.52999973,17.03000069,1.120000005,0.280000001
3514,ak02,"Medard, E., Schmidt, M.W., and Schiano, P. (2004) Liquidus surfaces of ultracalcic primitive melts: formation conditions and sources. Contributions to Mineralogy and Petrology 148 201-215. 10.1007/s00410-004-0591-1",Clermont-Ferrand,PC,C,70.19999695,1383,1,QFM-2.5,liq+ol+cpx,Bulk,49.65000153,0.400000006,11.18000031,,7.590000153,14.52999973,17.03000069,1.120000005,0.280000001
3515,ak29,"Medard, E., Schmidt, M.W., and Schiano, P. (2004) Liquidus surfaces of ultracalcic primitive melts: formation conditions and sources. Contributions to Mineralogy and Petrology 148 201-215. 10.1007/s00410-004-0591-1",Clermont-Ferrand,PC,C,6,1390,1.00999999,QFM-2.5,liq+ol+cpx,Bulk,49.65000153,0.400000006,11.18000031,,7.590000153,14.52999973,17.03000069,1.120000005,0.280000001
3518,ak14,"Medard, E., Schmidt, M.W., and Schiano, P. (2004) Liquidus surfaces of ultracalcic primitive melts: formation conditions and sources. Contributions to Mineralogy and Petrology 148 201-215. 10.1007/s00410-004-0591-1",Clermont-Ferrand,PC,C,3.5,1386,1.210000038,QFM-2.5,liq+cpx,Bulk,49.65000153,0.400000006,11.18000031,,7.590000153,14.52999973,17.03000069,1.120000005,0.280000001
3520,ak08,"Medard, E., Schmidt, M.W., and Schiano, P. (2004) Liquidus surfaces of ultracalcic primitive melts: formation conditions and sources. Contributions to Mineralogy and Petrology 148 201-215. 10.1007/s00410-004-0591-1",Clermont-Ferrand,PC,C,15.19999981,1398,1.5,QFM-2.5,liq+cpx,Bulk,49.65000153,0.400000006,11.18000031,,7.590000153,14.52999973,17.03000069,1.120000005,0.280000001
3637,A184,"Pertermann, M., and Hirschmann, M.M. (2000) Anhydrous partial melting experiments on MORB-like eclogite: Phase relations, phase compositions and mineral-melt partitioning of major elements at 2-3 GPa. Journal of Petrology 44 2173-2201. ",University of Minnesota,PC,C,40,1325,2,,liq+cpx+gt,Bulk,50.04999924,1.970000029,15.76000023,,9.350000381,7.900000095,11.73999977,3.039999962,0.029999999
3638,A252,"Pertermann, M., and Hirschmann, M.M. (2000) Anhydrous partial melting experiments on MORB-like eclogite: Phase relations, phase compositions and mineral-melt partitioning of major elements at 2-3 GPa. Journal of Petrology 44 2173-2201. ",University of Minnesota,PC,C,15,1375,2,,liq+cpx,Bulk,50.04999924,1.970000029,15.76000023,,9.350000381,7.900000095,11.73999977,3.039999962,0.029999999
3639,A202,"Pertermann, M., and Hirschmann, M.M. (2000) Anhydrous partial melting experiments on MORB-like eclogite: Phase relations, phase compositions and mineral-melt partitioning of major elements at 2-3 GPa. Journal of Petrology 44 2173-2201. ",University of Minnesota,PC,C,60.5,1325,2.5,,liq+cpx+gt,Bulk,50.04999924,1.970000029,15.76000023,,9.350000381,7.900000095,11.73999977,3.039999962,0.029999999
3659,A221K,"Pertermann, M., and Hirschmann, M.M. (2000) Anhydrous partial melting experiments on MORB-like eclogite: Phase relations, phase compositions and mineral-melt partitioning of major elements at 2-3 GPa. Journal of Petrology 44 2173-2201. ",University of Minnesota,PC,C,46,1325,2,,liq+cpx+gt,Bulk,50.81000137,1.899999976,15.22000027,,9.029999733,7.909999847,11.68000031,3.019999981,0.25999999
3700,D217,"Tatsumi, Y., Sakuyama, M., Fukuyama, H., and Kushiro, I.  (1983) Generation of arc basalt magmas and thermal structure of mantle wedge in subduction zone. Journal of Geophysical Research 88 5815-5825. ",University of Tokyo,PC,C,1.5,1345,1.399999976,,ol+liq,Bulk,49.11000061,1.00999999,15.44999981,,9.420000076,11.59000015,9.659999847,2.539999962,1.090000033
3701,D222,"Tatsumi, Y., Sakuyama, M., Fukuyama, H., and Kushiro, I.  (1983) Generation of arc basalt magmas and thermal structure of mantle wedge in subduction zone. Journal of Geophysical Research 88 5815-5825. ",University of Tokyo,PC,C,2,1330,1.399999976,,ol+cpx+liq,Bulk,49.11000061,1.00999999,15.44999981,,9.420000076,11.59000015,9.659999847,2.539999962,1.090000033
3702,D213,"Tatsumi, Y., Sakuyama, M., Fukuyama, H., and Kushiro, I.  (1983) Generation of arc basalt magmas and thermal structure of mantle wedge in subduction zone. Journal of Geophysical Research 88 5815-5825. ",University of Tokyo,PC,C,1.5,1355,1.600000024,,liq,Bulk,49.11000061,1.00999999,15.44999981,,9.420000076,11.59000015,9.659999847,2.539999962,1.090000033
3703,D215,"Tatsumi, Y., Sakuyama, M., Fukuyama, H., and Kushiro, I.  (1983) Generation of arc basalt magmas and thermal structure of mantle wedge in subduction zone. Journal of Geophysical Research 88 5815-5825. ",University of Tokyo,PC,C,1.5,1340,1.600000024,,ol+opx+cpx+liq,Bulk,49.11000061,1.00999999,15.44999981,,9.420000076,11.59000015,9.659999847,2.539999962,1.090000033
3704,D224,"Tatsumi, Y., Sakuyama, M., Fukuyama, H., and Kushiro, I.  (1983) Generation of arc basalt magmas and thermal structure of mantle wedge in subduction zone. Journal of Geophysical Research 88 5815-5825. ",University of Tokyo,PC,C,1.5,1360,1.700000048,,liq,Bulk,49.11000061,1.00999999,15.44999981,,9.420000076,11.59000015,9.659999847,2.539999962,1.090000033
3705,D214,"Tatsumi, Y., Sakuyama, M., Fukuyama, H., and Kushiro, I.  (1983) Generation of arc basalt magmas and thermal structure of mantle wedge in subduction zone. Journal of Geophysical Research 88 5815-5825. ",University of Tokyo,PC,C,1.5,1350,1.700000048,,ol+opx+cpx+liq,Bulk,49.11000061,1.00999999,15.44999981,,9.420000076,11.59000015,9.659999847,2.539999962,1.090000033
3706,D223,"Tatsumi, Y., Sakuyama, M., Fukuyama, H., and Kushiro, I.  (1983) Generation of arc basalt magmas and thermal structure of mantle wedge in subduction zone. Journal of Geophysical Research 88 5815-5825. ",University of Tokyo,PC,C,2,1330,1.75,,ol+opx+cpx+liq,Bulk,49.11000061,1.00999999,15.44999981,,9.420000076,11.59000015,9.659999847,2.539999962,1.090000033
3707,D211,"Tatsumi, Y., Sakuyama, M., Fukuyama, H., and Kushiro, I.  (1983) Generation of arc basalt magmas and thermal structure of mantle wedge in subduction zone. Journal of Geophysical Research 88 5815-5825. ",University of Tokyo,PC,C,1.5,1380,1.799999952,,liq,Bulk,49.11000061,1.00999999,15.44999981,,9.420000076,11.59000015,9.659999847,2.539999962,1.090000033
3708,D212,"Tatsumi, Y., Sakuyama, M., Fukuyama, H., and Kushiro, I.  (1983) Generation of arc basalt magmas and thermal structure of mantle wedge in subduction zone. Journal of Geophysical Research 88 5815-5825. ",University of Tokyo,PC,C,1.299999952,1365,1.799999952,,cpx+liq,Bulk,49.11000061,1.00999999,15.44999981,,9.420000076,11.59000015,9.659999847,2.539999962,1.090000033
3709,D216,"Tatsumi, Y., Sakuyama, M., Fukuyama, H., and Kushiro, I.  (1983) Generation of arc basalt magmas and thermal structure of mantle wedge in subduction zone. Journal of Geophysical Research 88 5815-5825. ",University of Tokyo,PC,C,1.5,1350,1.799999952,,ol+opx+cpx+liq,Bulk,49.11000061,1.00999999,15.44999981,,9.420000076,11.59000015,9.659999847,2.539999962,1.090000033
3710,D218,"Tatsumi, Y., Sakuyama, M., Fukuyama, H., and Kushiro, I.  (1983) Generation of arc basalt magmas and thermal structure of mantle wedge in subduction zone. Journal of Geophysical Research 88 5815-5825. ",University of Tokyo,PC,C,1.5,1360,1.899999976,,cpx+liq,Bulk,49.11000061,1.00999999,15.44999981,,9.420000076,11.59000015,9.659999847,2.539999962,1.090000033
3711,D221,"Tatsumi, Y., Sakuyama, M., Fukuyama, H., and Kushiro, I.  (1983) Generation of arc basalt magmas and thermal structure of mantle wedge in subduction zone. Journal of Geophysical Research 88 5815-5825. ",University of Tokyo,PC,C,1.700000048,1340,1.899999976,,opx+cpx+liq,Bulk,49.11000061,1.00999999,15.44999981,,9.420000076,11.59000015,9.659999847,2.539999962,1.090000033
3712,D241,"Tatsumi, Y., Sakuyama, M., Fukuyama, H., and Kushiro, I.  (1983) Generation of arc basalt magmas and thermal structure of mantle wedge in subduction zone. Journal of Geophysical Research 88 5815-5825. ",University of Tokyo,PC,Mo,1.5,1305,2,,ol+liq,Bulk,47.68000031,0.980000019,15,,9.149999619,11.25,9.380000114,2.470000029,1.059999943
