Index,Experiment,Citation,Mode,Type,SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,K2O
1,115,"Xirouchakis, D, Hirschmann, M.M.,Simpson, J.  (2001) The effect of titanium on the silica content of mantle-derived melts. Geochemica et Cosmochimica Acta 65 2029-2045. ",0,Liquid,48.02000046,0.409999996,17.13999939,0,8.659999847,14.22999954,10.77999973,1.090000033,0.079999998
2,120,"Xirouchakis, D, Hirschmann, M.M.,Simpson, J.  (2001) The effect of titanium on the silica content of mantle-derived melts. Geochemica et Cosmochimica Acta 65 2029-2045. ",0,Liquid,46.59999847,1.730000019,16.67000008,0,8.770000458,14.97000027,10.81999969,0.74000001,0.07
3,151,"Xirouchakis, D, Hirschmann, M.M.,Simpson, J.  (2001) The effect of titanium on the silica content of mantle-derived melts. Geochemica et Cosmochimica Acta 65 2029-2045. ",0,Liquid,42.91999817,6.760000229,15.52999973,0,8.569999695,14.22000027,9.81000042,0.970000029,0.059999999
4,152,"Xirouchakis, D, Hirschmann, M.M.,Simpson, J.  (2001) The effect of titanium on the silica content of mantle-derived melts. Geochemica et Cosmochimica Acta 65 2029-2045. ",0,Liquid,40.38999939,10.47999954,14.60999966,0,8.25,15.42000008,9.260000229,0.620000005,0.059999999
5,A216,"Xirouchakis, D, Hirschmann, M.M.,Simpson, J.  (2001) The effect of titanium on the silica content of mantle-derived melts. Geochemica et Cosmochimica Acta 65 2029-2045. ",0,Liquid,37.49000168,16.34000015,12.38000011,0,8.739999771,15.31999969,8.369999886,0.370000005,0.059999999
6,118,"Xirouchakis, D, Hirschmann, M.M.,Simpson, J.  (2001) The effect of titanium on the silica content of mantle-derived melts. Geochemica et Cosmochimica Acta 65 2029-2045. ",0,Liquid,36.77000046,19.20000076,11.36999989,0,8.739999771,14.60000038,8.649999619,0.349999994,0.059999999
10,GBR-26,"Gaetani, G.A., Asimow, P.D., Stolper E.M. (1998) Determination of the partial molar volume of SiO2 in silicate liquids at elevated pressures and temperatures: A new experimental approach. Geochemica et Cosmochimica Acta 62 2499-2508. ",0.779999971,Liquid,85.19999695,0.090000004,7.699999809,0,0.479999989,0.050000001,0.319999993,2.440000057,2.559999943
11,GBR-3,"Gaetani, G.A., Asimow, P.D., Stolper E.M. (1998) Determination of the partial molar volume of SiO2 in silicate liquids at elevated pressures and temperatures: A new experimental approach. Geochemica et Cosmochimica Acta 62 2499-2508. ",0.876999974,Liquid,81.80000305,0.02,10,0,0.629999995,0.01,0.370000005,3.400000095,3.210000038
12,GBR-5,"Gaetani, G.A., Asimow, P.D., Stolper E.M. (1998) Determination of the partial molar volume of SiO2 in silicate liquids at elevated pressures and temperatures: A new experimental approach. Geochemica et Cosmochimica Acta 62 2499-2508. ",0.693000019,Liquid,76.90000153,0.059999999,12.60000038,0,0.790000021,0.039999999,0.49000001,4.300000191,3.960000038
13,GBR-2,"Gaetani, G.A., Asimow, P.D., Stolper E.M. (1998) Determination of the partial molar volume of SiO2 in silicate liquids at elevated pressures and temperatures: A new experimental approach. Geochemica et Cosmochimica Acta 62 2499-2508. ",0.630999982,Liquid,74.59999847,0.100000001,13.69999981,0,0.819999993,0.050000001,0.579999983,4.699999809,4.429999828
14,GBR-6,"Gaetani, G.A., Asimow, P.D., Stolper E.M. (1998) Determination of the partial molar volume of SiO2 in silicate liquids at elevated pressures and temperatures: A new experimental approach. Geochemica et Cosmochimica Acta 62 2499-2508. ",0.593999982,Liquid,73,0.25999999,14.60000038,0,0.870000005,0.050000001,0.600000024,4.980000019,4.639999866
17,GBR-14,"Gaetani, G.A., Asimow, P.D., Stolper E.M. (1998) Determination of the partial molar volume of SiO2 in silicate liquids at elevated pressures and temperatures: A new experimental approach. Geochemica et Cosmochimica Acta 62 2499-2508. ",0.702000022,Liquid,77.09999847,0.050000001,12.27999973,0,0.670000017,0.07,0.50999999,4.010000229,4.110000134
19,GBR-17,"Gaetani, G.A., Asimow, P.D., Stolper E.M. (1998) Determination of the partial molar volume of SiO2 in silicate liquids at elevated pressures and temperatures: A new experimental approach. Geochemica et Cosmochimica Acta 62 2499-2508. ",0.680999994,Liquid,76.40000153,0.119999997,12.60000038,0,0.75999999,0.050000001,0.529999971,4.159999847,4.25
20,GBR-12,"Gaetani, G.A., Asimow, P.D., Stolper E.M. (1998) Determination of the partial molar volume of SiO2 in silicate liquids at elevated pressures and temperatures: A new experimental approach. Geochemica et Cosmochimica Acta 62 2499-2508. ",0.677999973,Liquid,76.40000153,0.039999999,12.88000011,0,0.779999971,0.07,0.550000012,4.21999979,4.289999962
21,GBR-18,"Gaetani, G.A., Asimow, P.D., Stolper E.M. (1998) Determination of the partial molar volume of SiO2 in silicate liquids at elevated pressures and temperatures: A new experimental approach. Geochemica et Cosmochimica Acta 62 2499-2508. ",0.699999988,Liquid,77.09999847,0.109999999,12.30000019,0,0.779999971,0.079999998,0.479999989,4.300000191,4.159999847
22,GBR-19,"Gaetani, G.A., Asimow, P.D., Stolper E.M. (1998) Determination of the partial molar volume of SiO2 in silicate liquids at elevated pressures and temperatures: A new experimental approach. Geochemica et Cosmochimica Acta 62 2499-2508. ",0.69599998,Liquid,77,0.129999995,12.39999962,0,0.75,0.059999999,0.49000001,4.400000095,4.21999979
23,1,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0.730000019,Liquid,71.68579865,0.26513499,15.86390018,0,2.20946002,0.441891015,3.192670107,3.50199008,2.806010008
24,1_2,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0.519999981,Liquid,75.51959991,0.234467,13.18340015,0,1.587980032,0.287753999,1.907699943,3.250560045,3.996589899
25,2,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0.529999971,Liquid,74.93630219,0.265280008,13.46560001,0,1.570459962,0.297114015,2.19652009,3.225810051,3.98980999
28,5,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0.5,Liquid,71.62729645,1.153890014,13.55550003,0,3.407740116,1.833279967,2.523449898,2.51267004,3.343039989
29,7,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0.800000012,Liquid,70.54709625,0.355122,16.29120064,0,2.419270039,0.443901986,3.584510088,3.628900051,2.652309895
30,8,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0.560000002,Liquid,74.30000305,0.298094004,13.69099998,0,1.809859991,0.37261799,2.225059986,3.491960049,3.768759966
31,9,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0.469999999,Liquid,76.00589752,0.262632996,12.71140003,0,1.565289974,0.430718005,1.628319979,2.983510017,4.370210171
32,10,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0,Liquid,64.87249756,0.141643003,18.69689941,0,2.630510092,1.932420015,5.453259945,4.077300072,1.861590028
33,11,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0.629999995,Liquid,74.9332962,0.166814998,14.76869965,0,1.390130043,0.244662002,2.669039965,2.880340099,2.902580023
34,12,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0.519999981,Liquid,75.30729675,0.199313,14.12909985,0,1.428410053,0.254678011,2.269959927,3.045069933,3.33295989
35,13,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0,Liquid,68.53569794,0.29510501,18.84600067,0,2.371020079,0.437570006,2.890000105,3.632849932,2.930700064
36,14,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0.610000014,Liquid,71.83380127,0.311839998,16.62809944,0,1.740270019,0.321898997,1.991750002,3.329639912,3.822550058
37,15,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0.50999999,Liquid,73.71450043,0.326959014,15.35719967,0,1.515900016,0.287328005,1.387099981,2.942630053,4.438720226
39,17,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0.889999986,Liquid,66.09870148,0.374026,20.20779991,0,1.984419942,0.914286017,4.290909767,3.470129967,2.587009907
40,18,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0,Liquid,69.53350067,0.34482801,18.16430092,0,1.795130014,0.730223,2.849900007,3.529409885,3.002029896
41,19,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0.670000017,Liquid,72.03649902,0.277749985,16.40710068,0,1.448269963,0.575339973,2.102969885,3.332999945,3.769469976
43,25,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0,Liquid,71.63259888,0.27344501,16.84219933,0,1.741950035,0.283573002,1.944499969,3.362370014,3.84849
44,26,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0.620000005,Liquid,71.77089691,0.446790993,16.05400085,0,2.1730299,0.477254003,1.898859978,3.361089945,3.767260075
45,29,"Holtz, F, Sato, H.,Lewis, J., Behrens, H. Nakada, S. (2005) Experimental Petrology of the 1991-19995 Unzen Dacite, Japan.  Part I: Phase relations, phase composition, and pre-eruptive conditions. Journal of Petrology 46 319-337. 10.1093/petrology/egh077",0,Liquid,71.79060364,0.370905012,16.49500084,0,1.607249975,0.783020973,2.400579929,3.101180077,3.358750105
51,Jor46.11,"Barclay, J., Carmichael, I.S.E. (2004) A hornblende basalt from western Mexico: water-saturated phase relations constrain a pressure-temperature window of eruptibility. Journal of Petrology 45 485-506. 10.1093/petrology/egg091",0,Liquid,52.81570053,1.880769968,15.64009953,3.629559994,4.014520168,5.279369831,8.446990013,4.971399784,3.211620092
52,Jor46.20,"Barclay, J., Carmichael, I.S.E. (2004) A hornblende basalt from western Mexico: water-saturated phase relations constrain a pressure-temperature window of eruptibility. Journal of Petrology 45 485-506. 10.1093/petrology/egg091",0,Liquid,53.91320038,1.625579953,16.2234993,3.477230072,4.166220188,4.801380157,7.298960209,5.05975008,3.337280035
54,Jor46.10,"Barclay, J., Carmichael, I.S.E. (2004) A hornblende basalt from western Mexico: water-saturated phase relations constrain a pressure-temperature window of eruptibility. Journal of Petrology 45 485-506. 10.1093/petrology/egg091",0,Liquid,56.95360184,1.029350042,17.53179932,2.387209892,3.985980034,3.175649881,5.256239891,6.03373003,3.504159927
61,Jor46.31,"Barclay, J., Carmichael, I.S.E. (2004) A hornblende basalt from western Mexico: water-saturated phase relations constrain a pressure-temperature window of eruptibility. Journal of Petrology 45 485-506. 10.1093/petrology/egg091",0,Liquid,62.74599838,0.461690992,17.5442009,2.08859992,1.956689954,1.593930006,2.968009949,6.210840225,4.375070095
63,Jor46.21,"Barclay, J., Carmichael, I.S.E. (2004) A hornblende basalt from western Mexico: water-saturated phase relations constrain a pressure-temperature window of eruptibility. Journal of Petrology 45 485-506. 10.1093/petrology/egg091",0,Liquid,59.94250107,0.840515018,18.48069954,1.978929996,2.50026989,2.074690104,3.659960032,6.075109959,4.340889931
74,Jor46.23,"Barclay, J., Carmichael, I.S.E. (2004) A hornblende basalt from western Mexico: water-saturated phase relations constrain a pressure-temperature window of eruptibility. Journal of Petrology 45 485-506. 10.1093/petrology/egg091",0,Liquid,63.26679993,0.574773014,19.04070091,1.045040011,1.31675005,0.961438,2.12142992,6.918169975,4.702690125
76,Jor46.1atm.6,"Barclay, J., Carmichael, I.S.E. (2004) A hornblende basalt from western Mexico: water-saturated phase relations constrain a pressure-temperature window of eruptibility. Journal of Petrology 45 485-506. 10.1093/petrology/egg091",0,Liquid,50.47999954,1.470000029,14.30000019,0,7.510000229,7.480000019,8.119999886,4.579999924,2.769999981
78,Jor46.1atm.8,"Barclay, J., Carmichael, I.S.E. (2004) A hornblende basalt from western Mexico: water-saturated phase relations constrain a pressure-temperature window of eruptibility. Journal of Petrology 45 485-506. 10.1093/petrology/egg091",0,Liquid,50.86000061,1.299999952,15.02000046,0,6.579999924,5.840000153,8.520000458,4.329999924,2.74000001
79,Jor46.1atm.9,"Barclay, J., Carmichael, I.S.E. (2004) A hornblende basalt from western Mexico: water-saturated phase relations constrain a pressure-temperature window of eruptibility. Journal of Petrology 45 485-506. 10.1093/petrology/egg091",0,Liquid,50.47999954,1.470000029,14.82999992,0,7.679999828,5.440000057,8.56000042,4.820000172,2.829999924
80,Z-342-11,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,63.24039841,0.673330009,16.78059959,1.104679942,2.956340075,2.987900019,5.691740036,4.555500031,1.862179995
81,Z-342-32,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,63.10430145,0.739628971,17.62249947,0.900417984,2.990669966,2.797729969,5.2417202,4.619999886,1.85442996
82,Z-342-18,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,65.13680267,0.484809011,17.55010033,1.001940012,2.607199907,2.090070009,4.761909962,4.330959797,1.939239979
86,Z-342-21,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,63.96979904,0.680417001,17.73340034,1.22262001,2.604720116,2.275140047,4.933020115,4.550290108,1.913669944
87,Z-342-02,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,64.17749786,0.804998994,18.40909958,1.027430058,2.510329962,1.895990014,4.554599762,4.522830009,1.99131
88,Z-342-26,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,64.39949799,0.684418976,17.58099937,1.465080023,2.342000008,2.192280054,4.940649986,4.405950069,1.914229989
89,Z-342-34,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,62.89390182,0.764317989,15.53759956,0.931840003,3.559839964,5.53869009,4.889540195,3.989109993,1.811329961
91,Z-342-14,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,63.77420044,0.616832018,16.0272007,1.035019994,3.136440039,4.213280201,5.269209862,4.087820053,1.683220029
92,Z-342-16,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,64.04720306,0.605301976,16.41620064,1.137549996,3.047379971,3.350029945,5.374660015,4.205800056,1.742849946
94,Z-342-13,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,63.76509857,0.681698978,17.83950043,0.912428021,2.590460062,2.538019896,5.275300026,4.425799847,1.87729001
95,Z-342-37,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,63.19620132,0.791020989,18.45000076,1.04756999,2.608230114,2.202029943,4.639229774,4.959909916,2.041690111
96,Z-342-29,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,70.48079681,0.512821019,15.71580029,0.758547008,1.933760047,0.619657993,2.147439957,4.967949867,2.80982995
97,Z-342-17,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,67.1332016,0.657962978,16.17749977,0.939948022,2.349869967,2.214099884,3.530030012,4.53263998,2.370759964
99,Z-342-28,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,62.3132019,0.689583004,17.34410095,0.961237013,3.228499889,3.583739996,5.391290188,4.492740154,1.912029982
100,Z-342-03,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,63.10599899,0.695526004,16.97290039,1.141909957,3.062390089,3.643719912,5.242400169,4.204299927,1.785529971
102,Z-342-12,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,64.61460114,0.924974024,17.48200035,0.966084003,2.713259935,1.983559966,4.614590168,4.480989933,2.117160082
103,Z-342-30,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,67.17569733,0.805438995,16.72590065,0.920502007,2.259409904,1.035570025,3.190380096,5.031380177,2.667360067
104,Z-342-19,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,62.69039917,0.658707023,16.13829994,1.224779963,3.447920084,4.600659847,5.290239811,4.147799969,1.698230028
105,Z-342-09,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,63.24919891,0.676084995,17.52779961,0.958627999,2.926340103,3.289609909,5.045410156,4.419779778,1.796159983
107,Z-342-07,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,68.4641037,0.767419994,15.85999966,1.023229957,2.251100063,1.084619999,2.895730019,4.860330105,2.75248003
108,Z-348-03,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,63.63349915,0.674039006,15.18690014,1.400740027,3.380729914,4.497099876,5.244870186,3.844130039,1.927330017
110,Z-348-01,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,64.15070343,0.647557974,17.76009941,1.59236002,2.197449923,2.271759987,4.915070057,4.278130054,2.101910114
111,Z-348-05,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,63.94609833,0.580009997,16.15740013,1.232519984,3.231489897,3.169339895,5.624030113,4.039360046,1.874680042
113,Z-348-07,"Blatter, D.L., Carmichael, I.S.E. (2001) Hydrous phase equilibria of a Mexican high-silica andesite: A candidate for a mantle origin?. Geochemica et Cosmochimica Acta 65 4043-4065. ",0,Liquid,70.84760284,0.549849987,15.16749954,0.809212983,1.857040048,0.695092976,2.406889915,4.512919903,3.060480118
125,LS11,"Cottrell, E., Gardner, J.E., Rutherford, M.J. (1999) Petrologic and experimental evidence for the movement and heating of the pre-eruptive Minoan rhyodacite (Santorini, Greece). Contrib Mineral Petrol 135 315-331. ",0,Liquid,72.64260101,0.354501992,14.00790024,0,2.67395997,0.425402999,1.752249956,4.831359863,3.261420012
127,LS13,"Cottrell, E., Gardner, J.E., Rutherford, M.J. (1999) Petrologic and experimental evidence for the movement and heating of the pre-eruptive Minoan rhyodacite (Santorini, Greece). Contrib Mineral Petrol 135 315-331. ",0,Liquid,71.00440216,0.364455014,15.15699959,0,2.50831008,0.525243998,2.261759996,5.188119888,2.947799921
134,LS22,"Cottrell, E., Gardner, J.E., Rutherford, M.J. (1999) Petrologic and experimental evidence for the movement and heating of the pre-eruptive Minoan rhyodacite (Santorini, Greece). Contrib Mineral Petrol 135 315-331. ",0,Liquid,72.51069641,0.251394004,15.01799965,0,1.901849985,0.273254007,1.93464005,4.874849796,3.191610098
143,LS31,"Cottrell, E., Gardner, J.E., Rutherford, M.J. (1999) Petrologic and experimental evidence for the movement and heating of the pre-eruptive Minoan rhyodacite (Santorini, Greece). Contrib Mineral Petrol 135 315-331. ",0,Liquid,70.40390015,0.387721986,15.20730019,0,2.832530022,0.678514004,2.62789011,4.87883997,2.886379957
146,LS39,"Cottrell, E., Gardner, J.E., Rutherford, M.J. (1999) Petrologic and experimental evidence for the movement and heating of the pre-eruptive Minoan rhyodacite (Santorini, Greece). Contrib Mineral Petrol 135 315-331. ",0,Liquid,73.48419952,0.336842,13.84210014,0,2.231580019,0.305263013,1.463160038,4.842100143,3.431580067
149,LS53B,"Cottrell, E., Gardner, J.E., Rutherford, M.J. (1999) Petrologic and experimental evidence for the movement and heating of the pre-eruptive Minoan rhyodacite (Santorini, Greece). Contrib Mineral Petrol 135 315-331. ",0,Liquid,71.59010315,0.348652989,14.77019978,0,2.567349911,0.517696977,2.165869951,4.965660095,3.000530005
238,0,"Tsuruta, K., Takahashi, E. (1998) Melting study of the an alkali basalt JB-1 up to 12.5 Gpa: behavior of potassium in the deep mantle. Physics of the Earth and Planetary Interiors 107 119-130. ",0,Liquid,52.81000137,1.5,13.85999966,0,7.309999943,5.429999828,9.090000153,2.630000114,1.799999952
245,P174,"Tsuruta, K., Takahashi, E. (1998) Melting study of the an alkali basalt JB-1 up to 12.5 Gpa: behavior of potassium in the deep mantle. Physics of the Earth and Planetary Interiors 107 119-130. ",0,Liquid,55,1.379999995,15.39000034,0,7.559999943,4.820000172,7.769999981,3.119999886,1.690000057
283,FER-B1,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.479000002,Liquid,49.5,0.370000005,9.909999847,0,6.440000057,15.25,15.48999977,1.320000052,0.059999999
284,FER-B6,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.407000005,Liquid,49.29999924,0.430000007,10.72999954,0,6.21999979,14.69999981,15.48999977,1.440000057,0.050000001
285,FER-B2,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.342000008,Liquid,49.38999939,0.479999989,12.09000015,0,6.420000076,14.27000046,15.03999996,1.690000057,0.059999999
286,FER-B4,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.222000003,Liquid,49.33000183,0.600000024,14.82999992,0,6.349999905,12.35000038,13.67000008,2.329999924,0.090000004
288,FER-B3,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.050000001,Liquid,53.13000107,0.720000029,19.79000092,0,4.730000019,7.809999943,8.68999958,5.789999962,0.379999995
289,FER-B8,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.048,Liquid,52.43999863,0.629999995,19.18000031,0,4.670000076,7.730000019,8.81000042,5.300000191,0.400000006
290,FER-C3,"Pickering-Witter, J., Johnston, A.D. (2000) The effects of variable bulk composition on the melting systematics of fertile peridotitic assemblages. Contrib Mineral Petrol 140 190-211. ",0.116999999,Liquid,48.22999954,0.349999994,16.45999908,0,9.319999695,19.15999985,3.970000029,0.680000007,0.159999996
