Index,Experiment,Citation,Mode,Type,SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,K2O
4343,24,"Bender, J.F., Hodges, F.N., Bence, A.E. (1978) Petrogenesis of basalts from the Project FAMOUS area: experimental study from 0 to 15 kbars. Earth and Planetary Science Letters 41 277-302. ",0,Liquid,48.59999847,0.579999983,17.60000038,0,9.260000229,9.579999924,11.69999981,2.130000114,0.059999999
4347,26,"Bender, J.F., Hodges, F.N., Bence, A.E. (1978) Petrogenesis of basalts from the Project FAMOUS area: experimental study from 0 to 15 kbars. Earth and Planetary Science Letters 41 277-302. ",0,Liquid,48.59999847,0.550000012,16.29999924,0,8.930000305,10.60000038,12.19999981,1.929999948,0.050000001
4348,27,"Bender, J.F., Hodges, F.N., Bence, A.E. (1978) Petrogenesis of basalts from the Project FAMOUS area: experimental study from 0 to 15 kbars. Earth and Planetary Science Letters 41 277-302. ",0,Liquid,47.5,0.550000012,16.89999962,0,8.920000076,10.19999981,11.80000019,2.00999999,0.07
4352,71,"Bender, J.F., Hodges, F.N., Bence, A.E. (1978) Petrogenesis of basalts from the Project FAMOUS area: experimental study from 0 to 15 kbars. Earth and Planetary Science Letters 41 277-302. ",0,Liquid,48.79999924,0.620000005,18.79999924,0,9.970000267,8.510000229,10.89999962,2.390000105,0.079999998
4354,61,"Bender, J.F., Hodges, F.N., Bence, A.E. (1978) Petrogenesis of basalts from the Project FAMOUS area: experimental study from 0 to 15 kbars. Earth and Planetary Science Letters 41 277-302. ",0,Liquid,44.79999924,0.629999995,17.89999962,0,8.260000229,11.39999962,11,1.870000005,0.150000006
4355,JB3-100,"Burnham, C.W., and Jahns, R.H. (1962) A method for determining the solubility of water in silicate melts. American Journal of Science 260 721-745. ",0,Liquid,76.31739807,0.083315998,14.96560001,0.145803005,0.406165004,0.020829,0.020829,3.988749981,2.801500082
4375,JB3-47,"Burnham, C.W., and Jahns, R.H. (1962) A method for determining the solubility of water in silicate melts. American Journal of Science 260 721-745. ",0,Liquid,76.32039642,0.082043,14.96259975,0.153830007,0.399958998,0.020510999,0.020510999,3.989330053,2.799710035
4376,JB3-49,"Burnham, C.W., and Jahns, R.H. (1962) A method for determining the solubility of water in silicate melts. American Journal of Science 260 721-745. ",0,Liquid,76.31990051,0.083306998,14.96409988,0.145787999,0.406123012,0.020826999,0.020826999,3.988339901,2.801209927
4377,JB3-50,"Burnham, C.W., and Jahns, R.H. (1962) A method for determining the solubility of water in silicate melts. American Journal of Science 260 721-745. ",0,Liquid,76.31410217,0.083438002,14.96660042,0.146016002,0.40675801,0.020858999,0.020858999,3.984149933,2.805589914
4378,JB3-51,"Burnham, C.W., and Jahns, R.H. (1962) A method for determining the solubility of water in silicate melts. American Journal of Science 260 721-745. ",0,Liquid,76.32790375,0.083646998,14.96240044,0.146382004,0.397323012,0.020912001,0.020912001,3.983690023,2.802180052
4379,JB3-52,"Burnham, C.W., and Jahns, R.H. (1962) A method for determining the solubility of water in silicate melts. American Journal of Science 260 721-745. ",0,Liquid,76.31909943,0.083751999,14.96020031,0.146566004,0.397821993,0.020938,0.020938,3.988689899,2.805700064
4387,JB3-94,"Burnham, C.W., and Jahns, R.H. (1962) A method for determining the solubility of water in silicate melts. American Journal of Science 260 721-745. ",0,Liquid,76.32099915,0.082722001,14.9623003,0.155102998,0.403268009,0.020679999,0.020679999,3.991309881,2.802190065
4389,JB3-98,"Burnham, C.W., and Jahns, R.H. (1962) A method for determining the solubility of water in silicate melts. American Journal of Science 260 721-745. ",0,Liquid,76.32099915,0.083708003,14.96290016,0.146488994,0.397614002,0.020927001,0.020927001,3.986609936,2.804229975
4417,Apollo 17-10,"Chen, H.K., Delano, J.W., Lindsley, D.H. (1982) Chemistry and phase relations of VLT volcanic glasses from Apollo 14 and Apollo 17. Proceedings of the Lunar and Planetary Science Conference 13 A171-A181. ",0,Liquid,45.59999847,0.709999979,11.10000038,0,19.5,12,10.5,0.219999999,0
4429,Apollo 14-7,"Chen, H.K., Delano, J.W., Lindsley, D.H. (1982) Chemistry and phase relations of VLT volcanic glasses from Apollo 14 and Apollo 17. Proceedings of the Lunar and Planetary Science Conference 13 A171-A181. ",0,Liquid,46.40000153,0.589999974,10.10000038,0,17.5,14.39999962,9.670000076,0.119999997,0.129999995
4453,DD-10,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",1,Liquid,49.29999924,0.709999979,15.93999958,0,8.489999771,11.14000034,10.94999981,1.549999952,0.409999996
4455,DD-11,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.949999988,Liquid,49.59999847,0.689999998,16.87999916,0,7.929999828,9.43999958,11.35999966,1.710000038,0.460000008
4457,DD-13,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.391000003,Liquid,54.70000076,1.840000033,13.03999996,0,11.78999996,4.699999809,9.340000153,2.319999933,0.720000029
4460,DPI-26,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.643000007,Liquid,49.20000076,0.899999976,18.04999924,0,9.909999847,7.960000038,10.18999958,2.670000076,0.720000029
4462,DPI-24,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.294999987,Liquid,50.20000076,1.090000033,18.61000061,0,10.46000004,5.679999828,8.180000305,3.319999933,1.710000038
4464,DPI-25,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.123999998,Liquid,50.5,2.839999914,16.48999977,0,10.43999958,4.760000229,7.050000191,3.279999971,2.75999999
4466,DPI-40,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",1,Liquid,47.59999847,0.649999976,16.5,0,7.96999979,11.52999973,11.43999958,1.870000005,0.5
4467,DPI-50,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.547999978,Liquid,48.5,0.75,17.45000076,0,9.970000267,7.96999979,10.25,3.440000057,0.959999979
4469,DPI-41,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.393999994,Liquid,49.59999847,1,18.32999992,0,10.44999981,5.739999771,7.650000095,4.070000172,1.440000057
4471,DPI-38,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.150000006,Liquid,50.79999924,1.200000048,18.81999969,0,8.279999733,3.460000038,4.909999847,4.570000172,4.03000021
4474,DPI-36,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.569999993,Liquid,48.79999924,0.910000026,19.13999939,0,9.479999542,6.760000229,8.779999733,3.589999914,0.99000001
4475,DPI-51,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.649999976,Liquid,48.59999847,0.889999986,17.68000031,0,9.479999542,7.980000019,9.520000458,2.950000048,0.810000002
4476,DPI-53,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.660000026,Liquid,50.20000076,0.870000005,18.61000061,0,9.829999924,8.119999886,9.590000153,2.910000086,0.75
4477,DPI-34,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.379999995,Liquid,47.79999924,1.190000057,18.29000092,0,10.35999966,5.840000153,8.069999695,3.5,1.279999971
4479,DPI-30,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.250999987,Liquid,52.79999924,0.99000001,19.82999992,0,9.050000191,4.559999943,6.449999809,4.199999809,2.329999924
4485,DPI-54,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.522000015,Liquid,50.40000153,0.850000024,17.86000061,0,9.170000076,7.760000229,9.289999962,3.029999971,0.980000019
4486,DPI-56,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.379000008,Liquid,51,0.939999998,17.68000031,0,8.899999619,6.139999866,8.180000305,3.680000067,1.379999995
4487,DPI-58,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519. ",0.333999991,Liquid,50.5,0.930000007,18.81999969,0,9.359999657,4.880000114,7.619999886,4.199999809,1.690000057
4495,500B-19,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616. ",0,Liquid,55.00999832,1.379999995,14.73999977,0,9.56000042,3.519999981,8.479999542,3.75999999,1.659999967
4496,500B-22,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616. ",0,Liquid,55.70999908,0.389999986,22.72999954,0,3.440000057,1.529999971,9.510000229,4.659999847,0.970000029
4504,500B-32,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616. ",0,Liquid,55.66999817,1.049999952,18.93000031,0,6.389999866,2.400000095,9.050000191,4.070000172,1.409999967
4507,500B-43,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616. ",0,Liquid,55.31000137,0.5,23.09000015,0,3.430000067,1.450000048,9.510000229,4.800000191,0.920000017
4510,500B-46,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616. ",0,Liquid,57,1.419999957,14.40999985,0,9.899999619,3.410000086,7.300000191,3.690000057,2.079999924
4512,500B-48,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616. ",0,Liquid,57.09999847,0.709999979,22.85000038,0,2.190000057,1.399999976,9.069999695,4.760000229,0.889999986
4516,HLCA-6,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616. ",0,Liquid,50.59999847,1.950000048,16.11000061,0,12.68999958,6.800000191,8.510000229,3.089999914,0.479999989
4518,HLCA-10,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616. ",0,Liquid,49.99000168,1.909999967,17.40999985,0,11.05000019,6.679999828,8.710000038,2.920000076,0.460000008
4525,HLCA-27,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616. ",0,Liquid,50.43999863,1.950000048,17.81999969,0,10.73999977,5.820000172,8.550000191,3.369999886,0.49000001
4526,HLCA-28,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616. ",0,Liquid,50.59000015,2.180000067,17.97999954,0,11.63000011,5.809999943,8.229999542,3.140000105,0.560000002
4528,HLCA-31,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616. ",0,Liquid,49.68999863,1.980000019,18.04999924,0,11.13000011,5.920000076,8.380000114,3.339999914,0.469999999
4529,HLCA-32,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616. ",0,Liquid,50.20999908,1.970000029,17.47999954,0,11.42000008,6.28000021,8.649999619,3.140000105,0.49000001
4535,HLCA-46,"Fram, M.S., Longhi, J. (1992) Phase equilibria of dikes associated with Proterozoic anorthosite complexes. American Mineralogist 77 605-616. ",0,Liquid,51.11999893,1.909999967,18.20000076,0,7.670000076,7.369999886,9.020000458,2.559999943,0.340000004
4555,T3,"Fujii, T., Bougault, H. (1983) Melting relations of a magnesian abyssal tholeiite and the origin of MORBs. Earth and Planetary Science Letters 62 283-295. ",0,Liquid,50,0.850000024,16,0,8,9.970000267,11.80000019,2.200000048,0.119999997
4562,13L1,"Fujii, T., Bougault, H. (1983) Melting relations of a magnesian abyssal tholeiite and the origin of MORBs. Earth and Planetary Science Letters 62 283-295. ",0,Liquid,49.79999924,0.850000024,15.69999981,0,8.229999542,10.10000038,11.69999981,2.319999933,0.129999995
4573,B333,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.686999977,Liquid,45.79999924,0.610000014,17.05999947,0,6.869999886,11.43999958,10.90999985,2.029999971,0.129999995
4574,B305,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.746999979,Liquid,45.04999924,0.540000021,15.78999996,0,7.090000153,12.32999992,10.32999992,1.940000057,0.050000001
4575,B304,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.68599999,Liquid,44.63000107,0.589999974,17.45000076,0,6.849999905,10.72000027,10.72000027,2.210000038,0.079999998
4577,B329,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.589999974,Liquid,44.77999878,0.629999995,17.98999977,0,7.210000038,9.390000343,9.800000191,2.309999943,0.119999997
4580,B303,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.610000014,Liquid,47.5,0.660000026,17.81999969,0,8.100000381,11.80000019,10.97999954,2.170000076,0.079999998
4581,B292,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.595000029,Liquid,48.04000092,0.680000007,18.29999924,0,8.300000191,11.15999985,10.56999969,2.5,0.119999997
4582,B287,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.586000025,Liquid,46.90000153,0.660000026,17.89999962,0,8.409999847,11.40999985,10.71000004,2.5,0.119999997
4583,B359,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.671000004,Liquid,43.90000153,0.660000026,17.19000053,0,7.360000134,11.78999996,10.39999962,2.369999886,0.119999997
4584,B277g,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.666000009,Liquid,43.70000076,0.589999974,16.79999924,0,7.349999905,11.92000008,10.47999954,2.170000076,0.090000004
4585,B348,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.730000019,Liquid,43.5,0.639999986,16.84000015,0,7.300000191,11.77999973,10.52000046,2.25999999,0.050000001
4586,B366,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.564999998,Liquid,44.20000076,0.660000026,16.81999969,0,7.769999981,11.43000031,9.859999657,2.420000076,0.109999999
4587,B394,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.640999973,Liquid,46.29999924,0.600000024,17.07999992,0,8.619999886,12.98999977,10.65999985,2.220000029,0.119999997
4588,B302,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.578999996,Liquid,46.40000153,0.680000007,17.20000076,0,8.899999619,12.5,10.75,2.289999962,0.07
4589,B365,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.606000006,Liquid,43.88000107,0.639999986,15.40999985,0,8.210000038,13.35999966,10.25,2.200000048,0.100000001
4590,B399,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.635999978,Liquid,43.59999847,0.649999976,15.02999973,0,7.739999771,12.69999981,9.840000153,2.410000086,0.119999997
4593,B392,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.460000008,Liquid,46.20000076,0.680000007,18,0,6.400000095,8.479999542,8.819999695,3,0.439999998
4595,B432,"Gaetani, G.A., Grove, T.L. (1998) The influence of water on melting of mantle peridotite. Contributions to Mineralogy and Petrology 131 323-346. ",0.574999988,Liquid,45.79999924,1.25999999,18.12999916,0,6.96999979,8.760000229,8.909999847,3.589999914,0.479999989
4598,5-B-7,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,41.36999893,2.75999999,15.56999969,1.980000019,8.420000076,1.730000019,13.38000011,5.699999809,5.199999809
4599,5-A-3,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,42.43000031,3.069999933,14.72999954,2.140000105,8.850000381,1.50999999,12.56000042,5.909999847,5.380000114
4600,6-B-12,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,43.13999939,2.440000057,18.57999992,1.370000005,5.239999771,4.119999886,10.21000004,6.150000095,6.519999981
4601,6-B-10,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,42.86999893,2.519999981,17.52000046,1.99000001,8.579999924,4.21999979,11.22999954,5.449999809,5.21999979
4602,6-C-15,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,44.65000153,1.700000048,19.45000076,1.25999999,4.940000057,4,8.31000042,6.829999924,6.920000076
4603,7-A-3,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,43.59000015,1.669999957,19.29000092,1.220000029,4.579999924,3.450000048,7.820000172,7.489999771,6.480000019
4604,7-A-4,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,45.27000046,1.710000038,19.13999939,1.309999943,4.460000038,3.390000105,7.190000057,8.119999886,7.010000229
4605,7-C-12,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,43.33000183,2.690000057,19.65999985,1.25999999,4.539999962,3.019999981,8.670000076,6.699999809,7.260000229
4606,7-C-13,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,43.70999908,2.440000057,18.88999939,1.480000019,5.199999809,2.450000048,9.329999924,6.5,6.900000095
4607,8-B-6,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,44.95000076,1.669999957,20.12000084,1.210000038,4.079999924,2.019999981,10.98999977,6.510000229,6.840000153
4608,11-A-2,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,41.75,2.049999952,18.94000053,1.769999981,7.559999943,4.090000153,9.569999695,6.309999943,5.989999771
4609,11-A-3,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,40.90999985,1.909999967,18.32999992,1.75999999,7.380000114,4.329999924,10.93000031,6.110000134,6.059999943
4610,11-A-5,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,39.84000015,1.75,17.20999908,1.929999948,8.06000042,4.760000229,13.69999981,5.28000021,4.929999828
4611,11-B-7,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,37.75999832,2.650000095,15.52999973,2.130000114,8.920000076,5.369999886,15.73999977,4.489999771,3.809999943
4612,11-B-9,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,41.15000153,2.069999933,16.5,2.150000095,8.680000305,4.639999866,12.48999977,5.590000153,5.420000076
4613,11-B-10,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,40.81999969,2.119999886,17.82999992,1.960000038,8.579999924,4.619999886,12.02999973,5.429999828,5.239999771
4614,11-B-11,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,40.88000107,2,17.57999992,1.830000043,7.639999866,4.960000038,12.11999989,5.519999981,5.820000172
4615,12-A-3,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,39.99000168,2.00999999,16.53000069,2.269999981,8.760000229,2.440000057,14.14999962,4.880000114,4.079999924
4616,12-B-9,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,40.61000061,0.75,18.39999962,1.610000014,6.269999981,2.450000048,17.78000069,4.409999847,3.380000114
4617,12-B-14,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,41.00999832,2,17.57999992,2.150000095,8.460000038,2.309999943,13.10000038,5.400000095,4.389999866
4618,12-C-22,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,40.91999817,0.819999993,17.71999931,1.700000048,6.260000229,2.369999886,18.17000008,4.320000172,3.799999952
4619,13-A-2,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,43.13000107,1.940000057,18.17000008,1.830000043,7.579999924,4,10.10999966,6.340000153,5.420000076
4620,13-A-3,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,44.36999893,0.899999976,20.89999962,1.190000057,4.96999979,3.890000105,10.02999973,6.320000172,5.679999828
4621,13-A-4,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,44.06999969,1.710000038,21.11000061,1.309999943,5.650000095,3.650000095,9.130000114,6.800000191,5.820000172
4623,13-B-7,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,44.34999847,0.319999993,20.76000023,1.269999981,5.510000229,3.900000095,11.14999962,6.380000114,5.309999943
4624,13-B-10,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,42.34999847,1.25,19.62000084,1.440000057,6.050000191,4.159999847,11.78999996,5.860000134,5.630000114
4625,13-B-11,"Gee, L.L., Sack, R.O. (1988) Experimental petrology of melilite nephelinites. Journal of Petrology 29 1233-1255. ",0,Liquid,43.41999817,1.710000038,18.68000031,1.539999962,6.239999771,4.170000076,9.649999619,6.570000172,5.829999924
4631,4-89-7,"Gerke, T.L., Kilinc, A.I. (1992) Enrichment of SiO2 in rhyolites by fractional crystallization: an experimental study of peraluminous granitic rocks from the St. Francois Mountains, Missouri, USA. Lithos 29 273-283. ",0,Liquid,78.20300293,0.249584004,14.43430042,0.155990005,0.935940027,0.33277899,0.696754992,1.44551003,3.442179918
4633,4-89-5,"Gerke, T.L., Kilinc, A.I. (1992) Enrichment of SiO2 in rhyolites by fractional crystallization: an experimental study of peraluminous granitic rocks from the St. Francois Mountains, Missouri, USA. Lithos 29 273-283. ",0,Liquid,79.04470062,0.195171997,14.04209995,0.154082999,0.924498975,0.225988999,0.564971983,1.335389972,3.410379887
4634,13-89-3,"Gerke, T.L., Kilinc, A.I. (1992) Enrichment of SiO2 in rhyolites by fractional crystallization: an experimental study of peraluminous granitic rocks from the St. Francois Mountains, Missouri, USA. Lithos 29 273-283. ",0,Liquid,81.40039825,0.082618997,12.32059956,0.123929001,0.764226019,0.113600999,0.278838992,1.218629956,3.645560026
4641,4-89-6,"Gerke, T.L., Kilinc, A.I. (1992) Enrichment of SiO2 in rhyolites by fractional crystallization: an experimental study of peraluminous granitic rocks from the St. Francois Mountains, Missouri, USA. Lithos 29 273-283. ",0,Liquid,76.39459991,0.340909004,15.4545002,0.237602994,1.373970032,0.237602994,0.423554003,1.859500051,3.615700006
4643,20-89-3,"Gerke, T.L., Kilinc, A.I. (1992) Enrichment of SiO2 in rhyolites by fractional crystallization: an experimental study of peraluminous granitic rocks from the St. Francois Mountains, Missouri, USA. Lithos 29 273-283. ",0,Liquid,77.27919769,0.153311998,14.93249989,0.235078007,1.35935998,0.132870004,0.357726991,1.911280036,3.556829929
4644,27-89-1,"Gerke, T.L., Kilinc, A.I. (1992) Enrichment of SiO2 in rhyolites by fractional crystallization: an experimental study of peraluminous granitic rocks from the St. Francois Mountains, Missouri, USA. Lithos 29 273-283. ",0,Liquid,78.80760193,0.123993002,14.36250019,0.175656006,1.126270056,0.103326999,0.258318007,1.549909949,3.440789938
