"","DF_Model","Expt","Source","TC","Pkb","Titanite","Rutile","SiO2","Al2O3","Na2O","K2O","CaO","FeO","MgO","TiO2","Si","Al","Na","K","Ca","Fe","Mg","Ti","eCa","CationSum","lnTiO2","Al2O3m","Na2Om","K2Om","CaOm","M","FM","C","A_CNK","A_NK","A_C","TK","InvTK","PInvTK"
"46","N","SH2Na","LEPR",1150,0.001,"Y","N",61.26,7.59,11.11,0.49,10.39,0,0,7.38,0.561743005727345,0.0820281631379383,0.197526237314237,0.00573228978222165,0.102079254645855,0,0,0.0508910493924024,0.295289089854301,1.81499193199036,1.99877363861238,0.0744402271456733,0.179254263540877,0.00520202985328152,0.185273023605816,8.84175598646802,8.84175598646802,64.083576403772,0.20133709641878,0.403565667377933,0.401786648141778,1423.15,0.000702666619822225,0
"47","N","SpDis_1","Dissolution",1300,6,"Y","?",67.91,11.09,2.26,3.97,2.28,1.21,0.13,11.03,0.663375351236232,0.127678471708134,0.0428039738432344,0.0494751913555662,0.0238628168836373,0.00988486126827229,0.00189313293934858,0.0810262007655752,0.0105005845977864,1.70376534356928,2.40061883326541,0.108767077608105,0.0364639636005744,0.042147058199036,0.0406566404062811,1.65297359510998,1.93108853934518,1.23975672273672,0.911957823239133,1.38361103975173,2.67525984737542,1573.15,0.000635667291739503,3.81336808314528
"48","Y","SpDis_10","Dissolution",1100,8,"Y","?",76,12.89,2.33,4.22,2.07,0.02,0.07,2.4,0.722179325174789,0.144359345882381,0.0429276812516382,0.0511582035448806,0.0210747807799798,0.000158935554904784,0.000991611736725738,0.0171501160747011,-0.00711440310949372,1.75147491344772,0.8754687373539,0.126420886417356,0.0375933784023621,0.0448011550629552,0.0369119498425447,1.30677302905387,1.32884517267821,-0.682414918432956,1.05963132021196,1.53433584851319,3.42493113901133,1373.15,0.00072825255798711,5.82529221133889
"49","Y","SpDis_11","Dissolution",1100,8,"Y","?",75.39,12.66,2.31,4.43,2.45,0.01,0.07,2.65,0.716826725242389,0.141871343133036,0.0425855711150688,0.0537372635603391,0.02495903506428,7.9517012198801e-05,0.00099222609582774,0.01894831877686,0.00382421950617043,1.75039044836508,0.974559639998131,0.124165121958396,0.0372706884589942,0.0470305964286473,0.0436880565769249,1.43800367667174,1.45908082375116,0.376039912885144,0.97012079707255,1.47287342208231,2.8420838940219,1373.15,0.00072825255798711,5.82529221133889
"50","Y","SpDis_12","Dissolution",1200,8,"Y","?",73.85,12.05,3.71,4.42,1.92,0.99,0.08,3.74,0.692121574159655,0.13310043151345,0.0674148926923836,0.0528476320135793,0.0192794383305122,0.00775937408204782,0.00111772260381014,0.0263589346045623,0.0228381456109139,1.77583860491737,1.31908561142644,0.118182442306372,0.0598589844947482,0.0469244325540905,0.0342371708684472,1.72403934726266,1.91676480924885,2.47912821023085,0.838050982851459,1.10674902126722,3.45187523701873,1473.15,0.000678817499915148,5.42986118182127
"51","Y","SpDis_13","Dissolution",1200,8,"Y","?",74.81,12.41,3.54,4.65,1.77,0.02,0.08,3.25,0.701068079003409,0.137066981677934,0.0643211575129806,0.0555936088566618,0.0177719493320944,0.000156743717321097,0.0011176419261558,0.0229038379734427,0.0163315094711447,1.77596679489465,1.17865499634165,0.121713204068222,0.0571161199761209,0.0493662016688961,0.0315623918943498,1.61778904905413,1.64431297601363,1.69954741160243,0.881694060913913,1.14303672372942,3.8562731391093,1473.15,0.000678817499915148,5.42986118182127
"52","Y","SpDis_15","Dissolution",1200,8,"Y","?",69.92,11.69,4.96,3.89,4.18,0.01,0.07,5.25,0.654580314417371,0.128984213916636,0.0900312433680552,0.0464603522090066,0.0419275093063656,7.82926744717345e-05,0.000976948612314342,0.0369611254957792,0.0812103466914849,1.77776298452495,1.65822807660353,0.114651680544522,0.0800271059552429,0.0412977472025819,0.074537174078182,2.6097979159331,2.63479459238476,9.61859996473953,0.585369620454151,0.944997480403936,1.53818120907379,1473.15,0.000678817499915148,5.42986118182127
"53","Y","SpDis_16","Dissolution",1000,8,"Y","?",76.37,13.08,2.27,4.26,2.41,0.02,0.08,1.4,0.724622352193958,0.146270656010574,0.0417604186437121,0.0515667677941896,0.024500065188236,0.000158700589348235,0.00113159516306399,0.00998944441691782,-0.00345844269661486,1.75406807507056,0.336472236621213,0.128284344013888,0.0366253085722583,0.0452258105611822,0.0429747821838322,1.34282471642938,1.36717198955479,-0.326295923882696,1.02770613037934,1.56728882111859,2.98510748617942,1273.15,0.000785453402976868,6.28284177041197
"54","Y","SpDis_17","Dissolution",1000,8,"Y","?",76.2,13.27,4.56,3.96,0.98,0.01,0.07,0.9,0.708358528704718,0.145388350090838,0.0821888775367352,0.0469639608702385,0.00976080177428945,7.77423678196434e-05,0.000970081797203794,0.00629165685815745,0.00294162243271416,1.7903470467765,-0.105360515657826,0.13014780161042,0.0735733070878846,0.0420408943244793,0.0174752226307699,1.44362229890976,1.46397095211562,0.28563024572232,0.977897399031791,1.12570774195999,7.44756186288915,1273.15,0.000785453402976868,6.28284177041197
"55","Y","SpDis_18","Dissolution",925,8,"Y","?",77.67,13.59,2.51,4.69,0.72,0.02,0.07,0.55,0.733822779573814,0.151327504414029,0.045979225998695,0.0565304057225117,0.00728839064326596,0.000158025614458982,0.000985934544946218,0.00390773348827905,-0.0301588723743778,1.76156022695218,-0.59783700075562,0.133286256509842,0.0404975878926733,0.0497908571671232,0.0128389390756677,1.05438068655879,1.07498375171871,-2.71585162984144,1.29244291055383,1.47622717858934,10.3814073518306,1198.15,0.000834620039227142,6.67612569377791
"56","N","SpDis_2","Dissolution",1300,8,"Y","?",71.08,10.85,1.91,3.45,4.82,0.09,0.1,7.67,0.689235083672247,0.123996727738662,0.0359090052752323,0.0426786258378191,0.0500758415463198,0.000729830610041918,0.00144554666601925,0.0559293386536596,0.0469797542478462,1.71638781723043,2.03731661537916,0.106413236433538,0.0308168895916359,0.0366265367220842,0.0859495643676644,2.09142592429099,2.1423340353631,5.49709370808569,0.693729458959251,1.57781480345536,1.23808930523879,1573.15,0.000635667291739503,5.08470266662429
"57","Y","SpDis_21","Dissolution",1000,8,"Y","?",76.33,12.83,3.33,4.8,1.14,0.02,0.07,1.48,0.716802112615973,0.142000933686084,0.0606314980251307,0.0575064591225979,0.0114701771953344,0.000157070135345275,0.000979973233747377,0.0104517759857875,-0.00081757056256801,1.77227603871798,0.392042087776024,0.125832426123714,0.0537278755707578,0.0509586597872476,0.0203283202031405,1.38602089219208,1.40836260932359,-0.0803220472518965,1.00653978728287,1.20199245961665,6.19000610312474,1273.15,0.000785453402976868,6.28284177041197
"58","Y","SpDis_3","Dissolution",1300,8,"Y","?",62.32,9.31,2.63,3.11,9.39,0.03,0.1,13.52,0.606452662949064,0.106777481465016,0.0496221139791333,0.0386101267628653,0.097903071365355,0.000244146400336617,0.00145071339912803,0.0989396836791025,0.151582434088466,1.71027488150645,2.60417007061482,0.0913094222300684,0.0424337275528808,0.0330169649871542,0.1674411637785,4.38632141219608,4.43866785733614,23.4084305165371,0.375926239825525,1.21018666835455,0.545322429500415,1573.15,0.000635667291739503,5.08470266662429
"59","N","SpDis_4","Dissolution",1300,8,"Y","?",74.44,12.56,2.79,4.42,2.83,0.02,0.06,2.83,0.705205638775464,0.140236020916391,0.0512464358317054,0.0534198982955662,0.0287248062995038,0.00015845247072754,0.000847369487664803,0.0201613779229775,0.0192194881628933,1.75681474698671,1.04027671165515,0.123184354802326,0.0450152470998241,0.0469244325540905,0.050464163311305,1.63926958139836,1.6596107430668,1.94341907453881,0.865035326556549,1.33983885158209,2.44102639812777,1573.15,0.000635667291739503,5.08470266662429
"60","Y","SpDis_7","Dissolution",1100,8,"Y","?",76.1,12.79,3.44,4.55,1.05,0.74,0.07,1.31,0.714675417820254,0.14156479398935,0.0626372497681365,0.0545138631823435,0.0105651276348239,0.00581186496571543,0.000980018755081076,0.00925166388429569,-0.00290943325999428,1.77219371746796,0.27002713721306,0.125440119261286,0.0555026702592814,0.0483045629233284,0.0187234528186821,1.36678298130149,1.50104591491357,-0.287570474329012,1.02374452763583,1.20839478536743,6.69962535628702,1373.15,0.00072825255798711,5.82529221133889
"61","Y","SpG_10","Growth",1000,5,"Y","N",72.8,13.09,2.65,5.29,2.76,0.02,0.33,3.03,0.687707890748109,0.145737999575292,0.048536510836158,0.0637528605277279,0.0279346331058346,0.000158001871766385,0.00464727880118945,0.0215248245339225,0.0197506195306761,1.76182493383503,1.10856261952128,0.128382420729495,0.0427564174962487,0.0561606896405291,0.0492159331233929,1.67780841612695,1.77369811256095,1.97062465241494,0.866669721380271,1.29787884467723,2.60855403081798,1273.15,0.000785453402976868,3.92648156148136
"62","Y","SpG_11","Growth",800,5,"Y","N",74.56,13.65,2.69,6.98,1.15,0.04,0.34,0.54,0.697170099754671,0.150427083064449,0.0487680268236185,0.0832644565432479,0.0115210471850374,0.000312789706692436,0.00473940617537324,0.00379709074691047,0.00413610382153711,1.77992837561207,-0.616186139423817,0.133874716803484,0.0434017973829846,0.0741023844406225,0.0205066388014137,1.47868552073438,1.57503411645839,0.394390681078354,0.970030583089025,1.13931874360396,6.52835982044286,1073.15,0.000931836183198994,4.65824907981177
"63","Y","SpG_12","Growth",800,5,"Y","N",71.82,14.7,3.71,5.03,2.55,0.03,0.67,1.29,0.668207046947904,0.161192011451453,0.066925189716247,0.0597042175934746,0.0254195051972982,0.000233424540942469,0.00929292886856625,0.00902567568411376,0.0145578840142447,1.78883271750268,0.254642218373581,0.144172771942213,0.0598589844947482,0.0534004289020532,0.0454712425596565,1.64765587425282,1.82454540038289,1.35158601305194,0.908285618007916,1.27294295121508,3.17063629288477,1073.15,0.000931836183198994,4.65824907981177
"64","Y","SpG_15","Growth",800,5,"Y","N",73.44,15.44,3.1,4.46,2.15,0.51,0.25,0.32,0.688406319156135,0.170576816707372,0.0563409187335173,0.0533357509852474,0.0215929461381686,0.00399799239972286,0.00349352896452419,0.00225572691531217,-0.015725920994053,1.77551031635101,-1.13943428318836,0.151430448897127,0.0500169412220268,0.0473490880523176,0.03833849862873,1.30177606010419,1.42937150320619,-1.33921787035102,1.11588353931186,1.55526984129596,3.94982730971236,1073.15,0.000931836183198994,4.65824907981177
"65","Y","SpG_16","Growth",800,5,"Y","N",70.45,17.35,4.13,3.64,2.64,0.72,0.38,0.33,0.653554562242072,0.189697174267917,0.0742849705654634,0.0430797934726125,0.0262401335809811,0.00558589744159233,0.00525528906756029,0.00230217936180091,-0.0178078679898022,1.79404993495292,-1.10866262452161,0.170163101578054,0.0666354733054744,0.0386436503386628,0.047076109944115,1.36996708795558,1.54485673420534,-1.43637955613513,1.11688386129176,1.61630431265022,3.61463812069558,1073.15,0.000931836183198994,4.65824907981177
"66","Y","SpG_17","Growth",900,5,"Y","N",68.66,15.8,2.93,5.55,3.68,0.05,1.01,2.04,0.641277814174685,0.17392420720671,0.0530591254230862,0.0661312565832142,0.0368257411603139,0.000390545851081361,0.0140629343543053,0.0143283752466042,0.016855060587951,1.78193953731587,0.712949807856125,0.154961210658977,0.0472740767033995,0.058920950379005,0.0656212441645239,1.72900032070277,1.98817715450498,1.51120739595351,0.901900672936107,1.45921343886218,2.3614488361492,1173.15,0.000852405915697055,4.26117717256958
"67","Y","SpG_18","Growth",900,5,"Y","Y",65.53,16.95,3.67,4.37,5.24,0.05,1.43,2.36,0.608108326821537,0.185383473054531,0.0660323718617366,0.0517360889930196,0.0520994730530942,0.000388034548599472,0.0197828555250895,0.0164693761423934,0.0328061303306799,1.79347198770925,0.858661619037519,0.166240032953776,0.0592136046080124,0.0463936131813067,0.0934389454951373,1.96896159042172,2.32681329796273,2.91006735790012,0.835183307282358,1.57413514373058,1.77913001985267,1173.15,0.000852405915697055,4.26117717256958
"68","Y","SpG_19","Growth",1000,5,"Y","Y",67.47,15.2,2.82,5.44,4.6,0.03,0.96,3.19,0.633069491144158,0.16809112802167,0.0513026540843348,0.0651194838807919,0.046244465858488,0.000235408173184723,0.0134283937427369,0.0225089750946353,0.0362023772568508,1.77375938250997,1.16002091679675,0.149076607722561,0.045499282014876,0.0577531477588806,0.0820265552056548,1.9632033054563,2.22000942996905,3.40205173446174,0.804606133497149,1.4438072600249,1.8174188511123,1273.15,0.000785453402976868,3.92648156148136
"69","Y","SpG_20","Growth",1000,5,"Y","Y",64.22,16.45,3.55,4.26,6.05,0.03,1.39,3.64,0.598831514104427,0.180784327414758,0.0641819266725387,0.0506775161887671,0.0604436917864131,0.000233945776414407,0.019322410575939,0.0255246674807429,0.0490498302908215,1.78484716546573,1.29198368164865,0.161336197173429,0.0572774649478049,0.0452258105611822,0.107882751955263,2.17761164244649,2.53889879036587,4.53077070503685,0.766857947355101,1.57396138193929,1.49547721252357,1273.15,0.000785453402976868,3.92648156148136
"70","Y","SpG_23","Growth",900,5,"Y","N",72.47,14.8,2.47,5.01,2.72,0.02,0.69,1.67,0.681691076082865,0.164078467919877,0.0450480868290166,0.0601226963045853,0.0274131860096082,0.000157332683858246,0.00967588276579188,0.0118132714043976,-0.00361057120910525,1.76931855762042,0.512823626428664,0.145153539098283,0.0398522080059375,0.0531881011529397,0.0485026587303003,1.43045124414007,1.60627856132474,-0.322802369403877,1.02550865834559,1.56011453971435,2.9926924193045,1173.15,0.000852405915697055,4.26117717256958
"71","Y","SpG_28","Growth",900,5,"Y","Y",63.62,16.09,3.37,4.23,6.58,0.02,1.34,4.35,0.595416890774171,0.177477809237402,0.0611515454745453,0.0505055644184111,0.0659803539342724,0.000156537029943753,0.0186958167983175,0.0306154823329364,0.0588087766471677,1.77831173474191,1.47017584510059,0.157805435411579,0.0543732554574937,0.0449073189375119,0.117333637663741,2.30538699480404,2.66219153181591,5.56515078036878,0.728509149569473,1.58948954891943,1.34492919979029,1173.15,0.000852405915697055,4.26117717256958
"72","Y","SpG_29","Growth",1000,5,"Y","N",66.21,15.81,3.14,5.29,3.61,3.19,0.82,1.66,0.620602269889084,0.174655461684925,0.0570649538837697,0.0632581984851694,0.0362541924011773,0.0250057602491457,0.0114581837825018,0.011700979624227,0.0161367373513191,1.77560192940669,0.506817602368452,0.155059287374584,0.0506623211087626,0.0561606896405291,0.0643730139766117,1.77902697184074,2.45184575328693,1.48874460094177,0.905741167897122,1.45155324013944,2.40876227157736,1273.15,0.000785453402976868,3.92648156148136
"73","Y","SpG_30","Growth",1000,5,"Y","N",65.52,16.62,3.66,4.81,3.78,3.31,0.51,1.32,0.612841266511482,0.183216955172702,0.0663751092324794,0.0573971812317308,0.0378815005668704,0.0258917684511389,0.00711142195769673,0.00928479687590012,0.0145180121066411,1.77934952783271,0.27763173659828,0.163003501338747,0.0590522596363284,0.0510648236618044,0.0674044301472555,1.77707622717997,2.36493399035512,1.29298501402986,0.918218294645695,1.48027441752547,2.41829062248046,1273.15,0.000785453402976868,3.92648156148136
"74","Y","SpG_32","Growth",900,5,"Y","Y",69.56,16,2.9,5.95,2.75,0.69,0.88,1.02,0.648679151862913,0.175853444280163,0.0524346550782564,0.0707878477808337,0.027476684196139,0.00538119915900983,0.0122339076722856,0.00715310997039954,0.00207241670362664,1.78469913527668,0.0198026272961797,0.156922744971116,0.0467900417883477,0.0631675053612757,0.0490376145251197,1.56195339723825,1.87079404737365,0.18167545852245,0.986965536046523,1.42712118484769,3.2000485033939,1173.15,0.000852405915697055,4.26117717256958
"75","Y","SpG_33","Growth",1000,10,"Y","Y",68.29,15.62,2.98,5.53,4.06,0.04,1,2.21,0.637816118839648,0.171941193367904,0.0539640694567324,0.0658923330393138,0.0406280214293921,0.000312433775654545,0.0139235679101951,0.01552226218116,0.0259909453125625,1.78195610693778,0.792992515529661,0.153195829778052,0.0480808015618193,0.0587086226298915,0.072397350898904,1.83384877507872,2.09347143749081,2.36999073530662,0.854950538066111,1.43455993828595,2.1160419252353,1273.15,0.000785453402976868,7.85374857636571
"76","Y","SpG_34","Growth",1000,10,"Y","N",65.51,16.78,3.57,4.44,5.34,0.06,1.41,2.49,0.608721995926466,0.183765458072896,0.0643175751327061,0.0526339230865209,0.0531635427647332,0.000466253660136722,0.0195318179588259,0.017399433397715,0.0353863178837874,1.79111711759427,0.912282710476616,0.164572728788458,0.0576001548911728,0.047136760303204,0.0952221314778689,1.99601679937908,2.35356552829401,3.16338825597828,0.823032173474055,1.57129631403631,1.72830334959166,1273.15,0.000785453402976868,7.85374857636571
"77","Y","SpG_7","Growth",900,5,"Y","N",73.94,13.49,2.5,6.99,1.28,0.62,0.29,0.8,0.694091388795682,0.149248401763681,0.0455016629960985,0.0837116229065035,0.0128738499009228,0.00486730439915658,0.0040583300857584,0.00564743915219791,0.00506408246136097,1.77295686640939,-0.22314355131421,0.132305489353773,0.0403362429209894,0.0742085483151793,0.0228247805789648,1.49587748230045,1.66820028446297,0.488848653615984,0.963135340713036,1.15505461161464,5.79657223411402,1173.15,0.000852405915697055,4.26117717256958
"78","Y","SpG_8","Growth",900,5,"Y","N",71.32,14.36,2.73,6,2.34,1.29,0.62,1.13,0.669343255097429,0.158837310991933,0.0496764159294411,0.0718389842355006,0.0235296071250826,0.0101248098403812,0.00867443917262305,0.00797517760761006,0.00863389038812298,1.77336373591379,0.122217632724249,0.140838163611577,0.0440471772697204,0.0636983247340595,0.0417265519959201,1.58558948626506,1.93923575368345,0.812091777428736,0.942237427284298,1.30713729104567,3.37526483437567,1173.15,0.000852405915697055,4.26117717256958
