"","Source","Expt","M","TK","TiO2","TiO2sat","TiO2satSD"
"58","Growth","SpG_19",1.9632033054563,1273.15,3.19,2.12623233569833,0.00392731033606644
"59","Growth","SpG_20",2.17761164244649,1273.15,3.64,2.25066012213674,0.00392731033606644
"60","Growth","SpG_23",1.43045124414007,1173.15,1.67,1.20495809557749,0.00392731033606644
"61","Growth","SpG_29",1.77902697184074,1273.15,1.66,1.91531307447654,0.00392731033606644
"62","Growth","SpG_30",1.77707622717997,1273.15,1.32,1.89373291793754,0.00392731033606644
"63","Growth","SpG_32",1.56195339723825,1173.15,1.02,1.26057075122741,0.00392731033606644
"64","Growth","SpG_33",1.83384877507872,1273.15,2.21,2.01245993624192,0.00392731033606644
"65","Growth","SpG_34",1.99601679937908,1273.15,2.49,2.09992253750626,0.00392731033606644
"66","Growth","SpG_7",1.49587748230045,1173.15,0.8,1.29443292747774,0.00392731033606644
"67","Growth","SpG_8",1.58558948626506,1173.15,1.13,1.33006662144938,0.00392731033606644
